state_region,city_tier,employment_type,monthly_income_inr,age,loan_amount_inr,loan_tenure_months,loan_purpose,existing_emis_inr,credit_score,prior_defaults,active_loans,bank_account_age_years,digital_payment_score,residential_status,collateral_type,dependents,delinquency_30dpd_last_12m,debt_to_income_pct,loan_to_income_ratio,defaulted
East,Tier 2,Self-employed,48100,40,161000,84,Education,17200,900,0,1,10.3,45,Family owned,Property,0,0,36.1,0.28,0
South,Tier 2,Salaried,55000,33,497000,6,Personal,15500,787,0,0,6.6,77,Rented,Property,3,0,42.5,0.75,0
West,Tier 1,Self-employed,92800,39,251000,36,Medical,2600,803,0,1,2.5,58,Rented,None,2,0,3.5,0.23,0
West,Tier 2,Business owner,82300,26,58000,18,Two-wheeler,2000,691,0,1,5.3,71,Rented,None,0,0,2.8,0.06,0
North,Tier 2,Salaried,12000,40,108000,18,Business,6800,787,0,2,9.3,76,Owned,None,3,0,61.4,0.75,0
West,Tier 1,Salaried,26300,24,135000,12,Business,1400,738,0,2,2.7,73,Rented,None,2,0,9.4,0.43,0
South,Tier 2,Salaried,40600,32,279000,48,Consumer durable,8400,828,0,1,5.7,43,Family owned,Gold,4,1,22.0,0.57,0
South,Tier 2,Salaried,24100,30,105000,60,Education,3000,714,0,2,5.9,60,Owned,None,1,1,13.1,0.36,0
North,Tier 2,Salaried,12000,21,231000,6,Consumer durable,5300,728,0,1,6.6,100,Owned,Property,1,0,74.6,1.6,0
East,Metro,Self-employed,28300,33,88000,18,Two-wheeler,11500,845,0,1,8.6,92,Family owned,Gold,2,0,42.3,0.26,0
Northeast,Tier 2,Salaried,42100,27,210000,24,Medical,9300,642,0,1,4.1,82,Rented,None,3,1,24.1,0.42,0
North,Tier 3/Rural,Gig/Contract,31600,34,266000,24,Personal,13000,667,0,3,14.2,72,Rented,Fixed deposit,3,0,44.5,0.7,0
West,Metro,Business owner,24400,36,540000,12,Business,10400,722,0,0,7.0,49,Family owned,Fixed deposit,2,1,60.1,1.84,0
East,Tier 1,Business owner,43200,54,245000,48,Personal,2000,701,0,1,16.6,64,Rented,Vehicle,3,1,5.8,0.47,0
South,Metro,Self-employed,51000,39,123000,60,Consumer durable,11400,708,0,2,4.5,59,Owned,Vehicle,0,1,22.7,0.2,0
East,Metro,Salaried,32600,39,552000,24,Consumer durable,2400,703,0,0,7.8,65,Family owned,Fixed deposit,2,0,14.1,1.41,0
West,Tier 3/Rural,Salaried,89700,41,186000,48,Education,4600,819,0,1,0.6,41,Family owned,Gold,2,0,5.5,0.17,0
Central,Tier 2,Salaried,43600,45,346000,36,Education,14200,727,1,1,14.9,84,Owned,Property,1,1,34.7,0.66,0
Northeast,Tier 1,Unemployed,26100,41,140000,36,Business,5100,725,0,2,7.2,19,Owned,None,1,0,21.0,0.45,0
North,Tier 1,Unemployed,22700,39,222000,48,Two-wheeler,7600,739,0,2,4.5,82,Family owned,Gold,1,0,35.4,0.81,0
South,Tier 3/Rural,Salaried,37500,43,124000,24,Business,900,585,0,1,2.2,83,Rented,None,0,0,3.7,0.28,0
West,Tier 1,Salaried,77800,21,258000,24,Business,10000,751,0,0,7.3,100,Rented,None,1,0,14.2,0.28,0
North,Tier 2,Self-employed,26800,57,352000,18,Education,11600,774,0,0,4.2,63,Rented,None,0,0,50.2,1.09,0
South,Tier 1,Salaried,58600,52,152000,36,Personal,9900,801,0,2,10.0,58,Family owned,None,2,1,17.6,0.22,0
Northeast,Metro,Unemployed,44400,38,146000,12,Consumer durable,9800,620,0,1,13.9,69,Rented,None,2,1,24.7,0.27,0
North,Tier 2,Salaried,126300,22,264000,12,Personal,4100,745,1,0,6.6,77,Owned,None,0,0,4.9,0.17,0
South,Metro,Salaried,52300,48,122000,24,Business,10500,723,0,2,9.2,65,Owned,None,2,1,21.0,0.19,0
Central,Tier 2,Salaried,28700,29,78000,24,Personal,900,541,0,0,4.9,46,Rented,Vehicle,0,0,4.2,0.23,0
South,Tier 1,Salaried,63300,41,263000,12,Personal,24400,742,0,0,1.1,77,Family owned,Gold,2,0,41.8,0.35,0
South,Tier 2,Salaried,64400,23,195000,12,Personal,12700,690,0,1,7.6,67,Rented,Gold,3,0,22.1,0.25,0
Northeast,Tier 2,Business owner,33900,58,192000,48,Two-wheeler,3400,682,0,1,8.8,49,Rented,None,2,0,11.2,0.47,0
South,Tier 2,Salaried,22200,22,293000,36,Business,12200,814,0,3,5.0,38,Family owned,Vehicle,2,0,58.4,1.1,0
North,Metro,Self-employed,56700,37,321000,24,Education,18700,746,0,0,2.0,100,Rented,None,2,0,35.2,0.47,0
North,Tier 2,Salaried,43700,21,188000,48,Business,8300,506,1,1,4.2,82,Rented,None,0,3,19.8,0.36,0
Northeast,Tier 3/Rural,Salaried,18300,36,101000,48,Business,3900,607,0,1,7.4,77,Owned,None,1,3,22.4,0.46,0
South,Tier 1,Salaried,48500,32,138000,12,Personal,4200,768,0,2,4.9,65,Family owned,Property,1,0,10.9,0.24,0
West,Tier 1,Salaried,29700,47,306000,24,Personal,17600,725,0,0,5.3,79,Family owned,Fixed deposit,2,1,63.3,0.86,0
North,Tier 3/Rural,Salaried,18300,32,228000,18,Business,1800,805,0,1,12.8,48,Family owned,Vehicle,4,0,16.4,1.04,0
South,Metro,Salaried,34800,47,146000,24,Business,2900,691,0,0,7.2,71,Owned,Vehicle,3,0,10.0,0.35,0
Central,Tier 2,Gig/Contract,85400,26,126000,36,Business,16400,674,0,0,16.1,71,Rented,None,2,0,19.6,0.12,0
West,Tier 2,Gig/Contract,82000,33,312000,6,Personal,16600,598,0,1,2.4,49,Owned,Gold,2,1,26.3,0.32,0
Northeast,Metro,Business owner,71000,33,181000,24,Medical,14100,668,0,0,2.0,65,Company provided,None,2,0,20.9,0.21,0
South,Tier 2,Salaried,48900,41,341000,18,Personal,19500,891,0,0,8.4,60,Owned,None,1,0,43.6,0.58,0
West,Tier 2,Gig/Contract,58600,40,370000,24,Business,7600,673,0,1,10.7,53,Rented,Fixed deposit,3,0,15.5,0.53,0
Central,Tier 1,Self-employed,44500,43,171000,12,Personal,900,717,0,2,8.2,57,Family owned,Fixed deposit,2,0,5.1,0.32,0
South,Tier 3/Rural,Salaried,23000,39,387000,48,Business,9400,638,0,2,18.2,36,Owned,None,2,1,44.2,1.4,0
South,Metro,Salaried,25600,43,229000,24,Two-wheeler,7700,728,0,1,13.1,86,Rented,None,0,0,33.6,0.75,0
Central,Tier 1,Self-employed,30200,27,249000,12,Home improvement,8500,737,0,0,11.2,95,Owned,None,2,0,34.7,0.69,0
South,Tier 3/Rural,Gig/Contract,91200,40,50000,36,Personal,54400,776,0,3,3.7,50,Rented,None,1,0,59.8,0.05,0
West,Metro,Self-employed,76300,52,111000,6,Business,10400,694,0,1,3.5,87,Company provided,None,0,0,15.9,0.12,0
Northeast,Tier 3/Rural,Salaried,23300,21,115000,36,Personal,6300,734,0,0,11.5,66,Rented,Gold,2,1,28.3,0.41,0
North,Metro,Unemployed,43400,41,170000,24,Business,2200,522,0,1,5.3,67,Company provided,None,3,0,6.6,0.33,0
South,Tier 2,Salaried,33800,43,225000,6,Personal,12700,663,0,0,9.8,44,Owned,None,2,0,48.1,0.55,0
North,Metro,Business owner,38700,51,231000,12,Personal,5000,781,0,2,5.3,57,Rented,None,0,1,17.6,0.5,0
South,Tier 2,Gig/Contract,31400,43,252000,6,Home improvement,1300,660,0,3,1.8,77,Family owned,Vehicle,0,0,16.8,0.67,0
North,Tier 3/Rural,Business owner,91400,37,134000,36,Personal,15400,786,0,2,12.0,49,Family owned,None,1,0,17.2,0.12,0
West,Tier 3/Rural,Gig/Contract,41800,40,328000,36,Personal,12500,634,0,1,8.6,54,Owned,None,1,0,32.0,0.65,0
North,Tier 3/Rural,Salaried,47500,29,677000,12,Medical,13600,722,0,1,4.2,58,Rented,Gold,0,0,39.9,1.19,0
West,Tier 2,Self-employed,47700,32,166000,12,Home improvement,6400,769,1,0,1.2,6,Family owned,Vehicle,0,0,16.2,0.29,0
South,Tier 2,Gig/Contract,24000,23,136000,60,Medical,8700,759,0,2,15.7,73,Family owned,None,1,0,37.1,0.47,0
South,Tier 2,Gig/Contract,44800,51,134000,12,Two-wheeler,12100,596,0,5,9.7,78,Rented,Vehicle,0,0,29.4,0.25,0
South,Tier 3/Rural,Salaried,75700,41,221000,18,Education,10900,900,0,1,8.9,74,Owned,None,1,0,15.9,0.24,0
East,Tier 2,Salaried,94800,27,148000,36,Home improvement,21600,661,0,3,10.0,84,Owned,Gold,3,1,23.2,0.13,0
South,Tier 3/Rural,Salaried,22400,39,68000,6,Personal,10400,850,0,0,2.6,59,Rented,None,4,0,51.2,0.25,0
South,Tier 1,Self-employed,18300,48,81000,60,Home improvement,3900,734,0,1,13.1,100,Rented,Property,3,0,22.0,0.37,0
Central,Tier 2,Self-employed,43700,46,406000,6,Personal,12400,643,0,2,0.2,52,Owned,Fixed deposit,1,0,43.1,0.77,0
West,Tier 2,Business owner,77700,27,481000,48,Consumer durable,7500,701,0,0,3.6,63,Owned,Vehicle,0,0,10.9,0.52,0
North,Metro,Gig/Contract,51400,21,591000,18,Business,2200,661,0,0,4.1,61,Rented,Property,2,0,10.3,0.96,0
Central,Metro,Self-employed,61300,40,242000,12,Education,25600,641,0,1,4.0,70,Rented,None,3,1,44.9,0.33,0
South,Tier 3/Rural,Salaried,20000,27,110000,24,Education,9300,757,0,2,5.6,63,Rented,Gold,2,0,48.7,0.46,0
North,Tier 1,Self-employed,30800,42,157000,84,Personal,10200,764,0,2,9.3,65,Rented,None,3,0,33.7,0.42,0
West,Metro,Salaried,12600,46,79000,24,Two-wheeler,400,817,0,4,2.6,55,Owned,None,2,0,5.7,0.52,0
North,Tier 1,Salaried,39000,47,77000,6,Home improvement,2800,698,0,2,2.1,59,Family owned,None,4,1,10.3,0.16,0
North,Tier 1,Salaried,12800,53,247000,60,Business,6100,759,0,1,10.4,27,Rented,Vehicle,3,0,50.7,1.61,0
East,Tier 2,Salaried,87800,48,297000,12,Education,8000,695,0,0,4.8,81,Owned,Vehicle,0,0,11.8,0.28,0
North,Tier 3/Rural,Salaried,99200,53,746000,6,Personal,29800,686,0,0,3.8,49,Rented,Property,1,1,41.9,0.63,0
East,Tier 3/Rural,Self-employed,45600,50,198000,6,Business,21900,687,0,0,14.1,58,Rented,Gold,2,1,54.9,0.36,0
Central,Tier 2,Salaried,18400,51,86000,48,Two-wheeler,200,650,0,1,9.8,48,Rented,Property,1,0,2.0,0.39,0
West,Tier 2,Salaried,51900,36,193000,12,Personal,6100,900,0,2,3.6,77,Rented,Property,1,1,14.7,0.31,0
East,Tier 1,Salaried,117300,23,174000,12,Consumer durable,13700,753,0,0,1.0,57,Rented,Vehicle,2,0,12.9,0.12,0
East,Tier 3/Rural,Self-employed,54800,61,152000,60,Education,7800,719,0,0,6.7,23,Rented,None,2,1,14.7,0.23,0
Northeast,Metro,Self-employed,81000,37,261000,36,Education,5500,801,0,1,3.7,72,Owned,None,3,0,7.6,0.27,0
South,Metro,Salaried,32300,48,95000,18,Consumer durable,5500,559,0,0,9.6,54,Owned,Vehicle,1,0,18.6,0.25,0
North,Tier 3/Rural,Salaried,26100,30,228000,24,Two-wheeler,8700,900,0,0,10.1,67,Owned,Fixed deposit,3,0,36.8,0.73,0
West,Tier 3/Rural,Business owner,40600,46,319000,12,Consumer durable,14200,499,1,0,5.5,82,Rented,None,1,3,41.2,0.65,1
West,Tier 1,Self-employed,14600,21,526000,24,Business,4200,644,0,2,4.2,49,Rented,None,3,0,43.0,3.0,0
North,Tier 2,Self-employed,146600,32,256000,18,Business,29800,687,0,1,5.7,66,Family owned,None,1,0,21.2,0.15,0
West,Tier 1,Self-employed,45600,35,412000,36,Personal,14000,802,0,4,5.1,53,Owned,None,2,0,33.1,0.75,0
North,Tier 1,Gig/Contract,68000,41,157000,36,Personal,36800,808,1,0,7.9,85,Rented,Vehicle,4,0,54.7,0.19,0
Central,Tier 1,Business owner,32700,47,171000,18,Education,14200,851,0,1,5.8,68,Owned,None,1,0,46.2,0.44,0
South,Metro,Salaried,18100,25,502000,12,Personal,8300,597,1,1,8.0,67,Rented,None,3,0,67.8,2.31,1
North,Tier 2,Self-employed,92400,43,86000,18,Personal,55000,590,0,1,5.3,45,Family owned,Gold,2,1,60.0,0.08,0
North,Tier 1,Salaried,22700,48,161000,36,Business,10000,693,0,1,3.7,81,Owned,None,1,0,45.9,0.59,0
South,Tier 2,Self-employed,51100,59,435000,48,Home improvement,18100,666,0,0,6.6,83,Rented,None,2,1,37.1,0.71,0
South,Metro,Salaried,53800,43,182000,48,Personal,5000,612,0,1,4.1,53,Rented,Gold,1,0,10.0,0.28,0
North,Tier 3/Rural,Salaried,43900,31,174000,84,Home improvement,2900,772,0,4,12.3,70,Family owned,None,2,0,7.1,0.33,0
South,Tier 2,Business owner,27400,23,176000,48,Consumer durable,4100,739,0,2,7.6,78,Owned,Fixed deposit,0,1,16.2,0.54,0
North,Tier 3/Rural,Business owner,38900,54,226000,84,Home improvement,12200,787,0,1,3.9,100,Family owned,Vehicle,2,0,32.0,0.48,0
South,Metro,Salaried,25000,43,423000,36,Home improvement,7700,808,0,3,7.8,74,Company provided,Fixed deposit,2,0,35.3,1.41,0
South,Tier 2,Unemployed,65800,36,381000,12,Business,7200,714,0,1,7.9,67,Family owned,None,0,0,15.5,0.48,0
South,Tier 3/Rural,Salaried,57800,21,211000,36,Personal,4800,625,1,2,7.0,64,Owned,Vehicle,0,1,9.3,0.3,0
South,Tier 1,Salaried,41700,27,425000,12,Two-wheeler,3700,802,0,0,4.2,65,Rented,Gold,2,2,16.9,0.85,0
North,Metro,Business owner,30900,42,261000,12,Consumer durable,12400,730,0,0,9.8,81,Owned,Gold,0,0,46.8,0.7,0
North,Tier 1,Salaried,134500,40,365000,18,Business,17200,680,0,2,9.8,51,Family owned,None,2,0,14.2,0.23,0
North,Tier 1,Salaried,20600,21,107000,18,Home improvement,4800,707,0,2,3.5,84,Rented,None,4,0,26.0,0.43,0
East,Tier 1,Self-employed,18000,42,647000,36,Consumer durable,1900,750,0,3,2.7,39,Owned,None,0,0,20.0,3.0,0
Northeast,Tier 1,Salaried,40300,21,241000,18,Personal,6700,800,0,1,4.5,79,Owned,Vehicle,2,0,19.8,0.5,0
Central,Tier 1,Salaried,36600,50,35000,6,Two-wheeler,4100,713,0,0,8.4,84,Family owned,Vehicle,3,1,12.7,0.08,0
West,Tier 2,Salaried,77200,38,615000,60,Business,23400,700,0,0,4.4,82,Family owned,None,4,0,31.6,0.66,0
West,Metro,Self-employed,60200,31,210000,24,Personal,15200,851,0,0,7.9,72,Rented,Gold,0,0,26.6,0.29,0
South,Tier 1,Salaried,42900,46,162000,12,Business,3800,655,0,2,9.8,74,Rented,Vehicle,3,0,11.8,0.31,0
East,Tier 2,Salaried,55600,40,141000,18,Home improvement,20100,900,0,2,2.3,60,Family owned,Gold,1,1,37.5,0.21,0
East,Metro,Gig/Contract,55000,49,278000,12,Business,1400,557,1,0,9.5,47,Family owned,None,2,1,6.5,0.42,0
Central,Tier 1,Salaried,134200,37,117000,60,Two-wheeler,41300,738,0,2,5.6,71,Family owned,Property,1,0,30.9,0.07,0
Central,Metro,Salaried,48500,37,144000,12,Home improvement,9200,781,0,2,16.4,68,Rented,Gold,1,0,21.3,0.25,0
South,Metro,Gig/Contract,29000,33,146000,60,Personal,7800,754,0,0,5.4,84,Rented,Vehicle,2,1,27.7,0.42,0
East,Tier 1,Gig/Contract,47100,39,173000,18,Consumer durable,12400,661,0,1,4.0,64,Family owned,Gold,0,0,28.3,0.31,0
East,Metro,Salaried,12000,53,150000,48,Personal,1200,778,0,0,7.4,70,Owned,Vehicle,1,0,12.5,1.04,0
South,Tier 1,Business owner,41400,31,364000,6,Medical,6500,658,0,2,7.6,72,Rented,None,1,0,29.6,0.73,0
Central,Tier 3/Rural,Gig/Contract,77000,42,249000,24,Education,10000,602,1,0,18.3,77,Owned,Property,4,0,14.3,0.27,0
North,Tier 3/Rural,Salaried,58800,27,270000,18,Education,2300,481,1,0,4.9,84,Rented,None,2,1,6.3,0.38,0
Northeast,Metro,Gig/Contract,49700,21,311000,18,Education,1900,588,1,1,5.4,50,Family owned,Vehicle,2,2,7.1,0.52,0
East,Tier 1,Gig/Contract,60300,38,197000,84,Personal,2700,683,0,2,4.4,80,Owned,Property,0,1,4.8,0.27,0
North,Tier 1,Self-employed,77400,40,108000,36,Education,12300,602,0,1,6.7,64,Rented,Gold,4,0,16.3,0.12,0
West,Tier 3/Rural,Self-employed,92400,35,676000,18,Medical,20900,688,0,2,5.4,79,Owned,Gold,2,1,26.5,0.61,0
North,Tier 3/Rural,Gig/Contract,54000,21,382000,36,Home improvement,8700,715,0,0,5.4,94,Family owned,None,0,0,18.0,0.59,0
East,Metro,Unemployed,35500,39,596000,12,Personal,13800,727,0,1,13.7,29,Family owned,None,2,0,52.2,1.4,1
East,Metro,Self-employed,12000,39,409000,60,Business,3800,653,0,1,4.3,89,Rented,Gold,1,0,37.1,2.84,0
West,Tier 1,Gig/Contract,72300,27,155000,24,Medical,24600,529,1,0,7.4,65,Family owned,None,1,2,34.9,0.18,0
Central,Tier 3/Rural,Gig/Contract,56000,22,45000,12,Medical,4200,620,0,1,13.2,52,Owned,None,1,0,8.1,0.07,0
North,Tier 3/Rural,Business owner,45900,33,94000,18,Education,22400,789,0,1,4.9,59,Family owned,Fixed deposit,1,0,49.9,0.17,0
South,Metro,Business owner,28900,43,316000,12,Personal,9000,650,0,1,5.5,48,Family owned,None,1,1,39.8,0.91,0
South,Tier 2,Salaried,71700,40,196000,60,Consumer durable,4600,658,1,1,5.7,76,Owned,None,3,1,6.8,0.23,0
North,Metro,Salaried,36600,27,159000,18,Two-wheeler,3600,420,1,0,2.9,48,Company provided,None,0,6,12.1,0.36,1
South,Tier 2,Self-employed,41400,37,41000,12,Two-wheeler,16100,639,0,1,5.2,89,Owned,Gold,0,0,39.7,0.08,0
South,Tier 3/Rural,Salaried,40900,45,207000,48,Home improvement,1400,691,0,2,2.8,79,Rented,None,0,1,4.4,0.42,0
South,Tier 1,Self-employed,54000,24,103000,12,Two-wheeler,15900,513,1,1,16.0,71,Owned,Vehicle,1,2,31.0,0.16,0
South,Metro,Gig/Contract,22400,37,131000,12,Medical,4800,769,0,1,4.6,30,Family owned,None,0,0,26.1,0.49,0
Central,Tier 2,Business owner,57500,49,363000,36,Personal,17000,836,0,2,9.8,43,Owned,None,0,1,31.2,0.53,0
South,Tier 1,Salaried,28400,23,107000,6,Home improvement,8100,748,0,2,6.6,66,Owned,None,1,1,34.5,0.31,0
Central,Tier 3/Rural,Gig/Contract,28900,48,114000,48,Consumer durable,600,609,0,1,3.6,67,Rented,None,4,1,2.9,0.33,0
South,Tier 1,Salaried,68700,52,236000,24,Consumer durable,28000,741,0,0,5.1,84,Company provided,Vehicle,0,1,42.1,0.29,0
South,Tier 3/Rural,Self-employed,24400,34,368000,12,Consumer durable,5500,704,0,0,4.2,15,Owned,None,0,1,34.5,1.26,0
West,Tier 1,Salaried,68600,33,161000,24,Medical,24600,791,0,2,3.8,53,Rented,None,2,0,36.8,0.2,0
South,Metro,Self-employed,44600,46,542000,18,Two-wheeler,1700,710,0,0,4.3,82,Rented,None,2,0,10.2,1.01,0
South,Tier 1,Self-employed,17000,34,91000,24,Consumer durable,2400,731,0,0,7.3,61,Family owned,None,0,1,16.2,0.45,0
West,Metro,Gig/Contract,89400,21,81000,24,Consumer durable,7100,577,0,1,7.7,59,Owned,None,3,0,8.3,0.08,0
North,Tier 1,Self-employed,50000,35,77000,48,Education,25300,746,0,1,7.5,38,Rented,None,2,0,50.9,0.13,0
South,Tier 2,Salaried,52400,41,71000,24,Two-wheeler,21300,702,0,0,7.3,86,Company provided,Fixed deposit,2,0,41.2,0.11,0
West,Metro,Salaried,73400,43,260000,48,Personal,6600,731,0,1,7.6,58,Rented,None,2,0,9.7,0.3,0
South,Metro,Salaried,96200,27,111000,6,Business,24400,671,0,0,4.3,87,Rented,Gold,3,0,27.2,0.1,0
East,Metro,Unemployed,47100,33,84000,60,Business,1500,705,0,0,8.4,93,Family owned,Vehicle,0,1,3.5,0.15,0
South,Metro,Business owner,59200,46,267000,12,Two-wheeler,5200,772,0,0,3.6,91,Rented,None,4,0,12.4,0.38,0
Northeast,Tier 3/Rural,Salaried,51700,35,357000,48,Two-wheeler,19800,718,0,0,4.5,66,Rented,Gold,0,0,39.7,0.58,0
East,Tier 3/Rural,Salaried,34900,21,414000,24,Business,700,670,0,2,1.8,58,Owned,Property,1,0,6.7,0.99,0
Northeast,Metro,Salaried,17700,48,369000,12,Personal,3400,778,0,1,3.4,57,Family owned,Vehicle,1,0,35.7,1.74,0
East,Tier 2,Self-employed,47500,34,115000,18,Consumer durable,8700,884,0,0,7.6,100,Family owned,Property,2,0,19.6,0.2,0
North,Tier 2,Salaried,90100,47,250000,60,Two-wheeler,41900,897,0,1,8.0,63,Rented,Vehicle,3,0,46.9,0.23,0
West,Tier 3/Rural,Salaried,58200,22,289000,48,Personal,8300,772,0,3,11.0,86,Rented,None,2,0,15.2,0.41,0
North,Tier 1,Salaried,23500,35,153000,36,Personal,15000,742,0,0,3.5,76,Rented,Property,1,1,65.5,0.54,0
East,Tier 1,Salaried,77200,41,233000,24,Medical,10300,611,0,3,3.7,60,Owned,None,3,0,14.5,0.25,0
West,Tier 1,Salaried,35600,35,93000,24,Medical,2800,683,1,0,3.0,62,Owned,Gold,4,2,8.9,0.22,0
South,Tier 3/Rural,Salaried,13400,24,139000,12,Personal,1600,470,1,0,7.7,88,Owned,Vehicle,0,1,20.2,0.86,0
Central,Tier 2,Self-employed,73900,21,266000,36,Personal,5700,796,0,0,3.2,68,Owned,Property,1,1,8.7,0.3,0
North,Tier 1,Self-employed,25100,51,557000,18,Education,6700,660,1,2,10.8,59,Rented,Property,2,0,38.4,1.85,0
West,Tier 1,Salaried,112400,38,442000,48,Personal,37600,528,0,2,4.3,52,Owned,None,2,0,34.2,0.33,0
East,Tier 2,Self-employed,79300,48,321000,36,Home improvement,5000,778,0,2,5.8,73,Owned,Vehicle,0,0,7.4,0.34,0
North,Tier 3/Rural,Self-employed,37200,45,220000,24,Personal,11700,716,0,1,6.6,58,Rented,None,0,0,33.8,0.49,0
West,Tier 1,Gig/Contract,54300,42,199000,36,Business,3500,708,0,1,10.8,78,Owned,Vehicle,2,0,7.4,0.31,0
East,Tier 2,Business owner,160000,33,82000,18,Two-wheeler,90200,719,0,1,13.7,100,Owned,Gold,3,1,56.6,0.05,0
North,Tier 1,Salaried,73100,41,121000,12,Education,7200,713,0,0,7.1,76,Owned,None,1,1,11.2,0.14,0
West,Tier 1,Business owner,48100,50,124000,12,Education,5800,765,0,1,8.6,99,Owned,Vehicle,2,0,14.1,0.21,0
South,Tier 2,Gig/Contract,206700,37,304000,18,Personal,7500,574,0,2,3.4,54,Rented,None,3,0,4.4,0.12,0
West,Tier 2,Self-employed,45000,55,386000,12,Personal,14400,797,0,1,13.0,79,Family owned,Gold,0,0,38.8,0.71,0
North,Tier 3/Rural,Salaried,58100,21,337000,36,Personal,5300,739,0,0,8.8,90,Family owned,Fixed deposit,1,0,10.7,0.48,0
Central,Tier 1,Salaried,25200,21,451000,36,Personal,5000,886,0,0,20.7,92,Family owned,Gold,1,0,24.6,1.49,0
Central,Tier 1,Salaried,16800,46,219000,24,Consumer durable,5800,832,0,3,6.0,90,Rented,Gold,2,0,39.7,1.09,0
North,Tier 1,Unemployed,36000,28,110000,84,Two-wheeler,26700,623,1,0,3.7,67,Family owned,None,2,0,74.5,0.25,0
South,Metro,Self-employed,43100,56,202000,60,Two-wheeler,19700,864,0,1,4.9,83,Rented,None,3,0,46.4,0.39,0
West,Tier 1,Salaried,50600,49,130000,12,Personal,4500,783,0,0,10.7,49,Rented,None,2,0,10.9,0.21,0
East,Metro,Self-employed,19300,52,320000,24,Home improvement,8000,731,0,2,13.1,96,Rented,None,1,0,48.0,1.38,0
South,Tier 1,Salaried,60700,45,165000,60,Consumer durable,4400,536,0,1,16.0,50,Owned,None,1,0,7.7,0.23,0
North,Metro,Salaried,26700,27,196000,12,Home improvement,100,742,0,0,3.8,90,Rented,None,1,0,6.2,0.61,0
North,Tier 1,Self-employed,59000,21,328000,24,Business,2600,879,0,0,2.5,86,Owned,Gold,2,0,6.6,0.46,0
Northeast,Tier 3/Rural,Self-employed,70600,51,129000,60,Medical,15600,781,0,2,5.6,86,Family owned,None,4,1,22.4,0.15,0
South,Tier 1,Gig/Contract,33900,21,391000,48,Two-wheeler,2800,686,0,0,3.4,100,Owned,Gold,1,0,10.5,0.96,0
Central,Tier 2,Self-employed,24800,52,87000,48,Medical,18600,771,0,0,9.8,86,Rented,Property,2,0,75.7,0.29,0
West,Tier 3/Rural,Self-employed,98600,43,255000,48,Home improvement,15700,686,0,1,5.4,43,Family owned,None,0,0,16.4,0.22,0
Central,Tier 2,Gig/Contract,68200,35,197000,12,Personal,17400,737,0,1,5.1,78,Rented,Gold,2,1,27.8,0.24,0
North,Metro,Salaried,45900,40,358000,36,Education,15900,690,0,1,5.1,33,Owned,None,2,0,36.7,0.65,0
North,Tier 1,Self-employed,94600,41,86000,48,Two-wheeler,13700,818,0,0,4.8,65,Rented,None,2,0,14.7,0.08,0
Central,Tier 2,Gig/Contract,44200,34,77000,12,Personal,2800,719,0,4,2.5,59,Rented,Vehicle,4,0,7.7,0.15,0
Northeast,Tier 2,Salaried,30000,50,340000,6,Medical,3700,687,0,2,3.5,78,Company provided,None,4,2,30.3,0.94,0
South,Metro,Salaried,24300,50,162000,12,Personal,6500,638,0,0,8.7,52,Rented,None,2,1,32.0,0.56,0
South,Tier 1,Salaried,39800,38,197000,36,Home improvement,21500,704,0,2,3.1,53,Family owned,Property,3,0,55.3,0.41,0
South,Tier 2,Salaried,64500,30,136000,36,Consumer durable,21400,655,0,0,8.6,76,Rented,None,2,0,33.7,0.18,0
South,Tier 1,Self-employed,90600,49,378000,60,Education,12400,845,0,0,6.4,88,Family owned,Vehicle,2,1,14.3,0.35,0
North,Tier 2,Salaried,42700,21,254000,18,Two-wheeler,2300,659,0,1,10.7,67,Family owned,Gold,0,2,8.5,0.5,0
Central,Metro,Self-employed,82200,40,244000,36,Business,23500,726,0,1,6.1,100,Owned,None,4,1,29.4,0.25,0
South,Tier 1,Salaried,37500,43,98000,6,Home improvement,1700,591,0,1,3.7,61,Owned,Vehicle,4,1,8.7,0.22,0
East,Tier 3/Rural,Salaried,27400,28,290000,60,Personal,4200,632,0,3,3.6,79,Owned,None,2,0,17.0,0.88,0
North,Tier 1,Salaried,20600,46,110000,24,Personal,3800,663,0,2,2.0,73,Rented,None,1,1,20.6,0.44,0
North,Tier 2,Salaried,31900,36,136000,36,Business,1500,684,0,0,3.9,61,Family owned,Property,0,1,5.8,0.36,0
West,Tier 1,Unemployed,21000,31,86000,18,Consumer durable,3400,695,0,1,5.3,91,Rented,None,0,0,18.4,0.34,0
South,Tier 1,Salaried,127400,46,189000,12,Two-wheeler,14400,900,0,1,11.4,51,Rented,Vehicle,3,0,12.5,0.12,0
West,Tier 3/Rural,Salaried,53700,25,417000,6,Two-wheeler,11700,577,0,2,8.8,30,Family owned,None,1,0,34.1,0.65,0
North,Tier 1,Salaried,40000,45,242000,48,Consumer durable,9400,755,0,1,4.9,65,Owned,None,2,1,24.7,0.5,0
Northeast,Tier 1,Salaried,108800,21,157000,12,Personal,10500,716,0,0,3.2,62,Owned,Vehicle,1,2,10.8,0.12,0
East,Tier 3/Rural,Self-employed,20600,39,224000,48,Personal,5000,693,0,0,7.8,86,Family owned,Gold,2,1,26.4,0.91,0
